Title,Location,Company,Salary,Sponsored,Description
"Data Scientist,chatbot trainee","Bhopal, Madhya Pradesh",A Square Technology,"₹25,000 - ₹35,000 a month",Organic,"we are searching Data Science and Chatbots Trainee Employees For our Organisation.
qualification: BCA, MCA, B.E (appering students can also apply for this )
https://forms.gle/W4hJNMF2brGd8ShN9
Job Type: Full-time
Salary: ₹25,000.00 to ₹35,000.00 /month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
Data Scientist,"Indore, Madhya Pradesh",GenieTalk,None,Organic,"Description
We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.
You will be responsible for researching, innovate and implementing state-of-the-art algorithms using deep learning, reinforcement learning techniques in Natural Language Processing task, Machine Reading Comprehension, Recognizing Textual Entailment, Document Classification, Text Analytics, Sentiment Analysis, recommendation engine, A/B testing and more.
Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Extending company’s data with third party sources of information when needed
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
research and innovation of state-of-the-art papers in NLP problems
Working with Backend Engineers to ship your models to production and publish research in top journals e.g.: NIPS, Arxiv and Nature
Skills and Qualifications
Proficiency in Python, R or Java and data science tools.
Experience in modern Deep Learning and Natural Language Processing / Natural Language Understanding (NLP, NLU), including Neural Networks, RNNs, seq2seq+attention models, and real world machine learning in TensorFlow.
Great communication skills
Experience with data visualisation tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL, Hive or Pig.
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Experience building production-ready NLP systems
Familiarity with non-standard machine intelligence models (Reinforcement Learning, Hierarchical Temporal Memory, Capsule Networks) is a plus
Familiarity with Distributed systems (Docker, Kubernetes, Kafka, Spark, Redis, AWS S3/EC2/RDS/KMS, MongoDB, or Lucene) is a plus
Proficient understanding of code versioning tools such as Git, Mercurial or SVN, continuous integration tool like Jenkins.
Bachelor’s degree or higher in a technical field of study
Job Location: Indore, Mumbai | Openings"
Data Analyst | Advance Auto Parts | 4-7 years,"Hyderabad, Telangana",Advance Auto Parts,None,Organic,"About the Job
Advance Auto Parts is a leading player in the automotive aftermarket parts industry in the US. As an organization. we are continually innovating and seeking to elevate the customer experience across our 4900+ stores. The company in India is an integral part of the larger organization supporting all regions in the US across IT, Digital, E-Services, Finance, and HR.
You will be one of the many team members who will pave the road ahead for Advance. In your role as a Data Analyst, you will be responsible for delivering business insights through advanced analytics and reporting. Develop answers to complex business questions through data analysis, applying various techniques and methods. Apply a healthy combination of technical skills and business acumen, to translate data into business insights to support data driven decision making.
Role & Responsibilities
Aggregate data from various sources, manipulate and analyze them at scale, support strategic and tactical initiatives
Extract and transform data and join datasets from different sources (Salesforce, MSSQL Server, S3, Google Analytics, etc.) and with different formats (xlsx, csv, .json, etc)
Process, cleanse, and verify data-integrity for analysis. Analyze data for errors and inconsistencies
Identify, analyze, and interpret trends or patterns in complex data sets, comprising of both structured and unstructured data, using statistical techniques and advanced analytics
You will benefit from
Range of Healthcare Perks
Life Insurance
Long-term/Short-term Disability Insurance
Employee Stock Purchase Plan
Sick Leaves
Paid Vacations
Paid Maternity"
Senior Analyst - Advanced Analytics & Pricing | Advance Auto...,"Hyderabad, Telangana",Advance Auto Parts,None,Organic,"About the Job
Advance Auto Parts is a leading player in the automotive aftermarket parts industry in the US. As an organization. we are continually innovating and seeking to elevate the customer experience across our 4900+ stores. The company in India is an integral part of the larger organization supporting all regions in the US across IT, Digital, E-Services, Finance, and HR.
You will be one of the many team members who will pave the road ahead for Advance. In your role as a Senior Analyst - Advanced Analytics & Pricing, you will be responsible for supporting the pricing teams analytical needs across DIY and DIFM segments. The successful candidate will be multi-disciplined with a logical/analytical mindset, a clear understanding of Analytical reporting and a background in leveraging technologies to achieve superior results. The person in this role will have the opportunity of working our great data analytics infrastructure and capabilities consisting of Data Lakes, Advanced Analytics, Machine Learning platforms and more.
Role & Responsibilities
Partnering with teams both at AAP HQ pricing, offshore at GCC and our vendor partners to apply advance analytics to drive business insights and deliver business value in the areas of pricing (regular, promotions, coupons, price overrides, clearance etc)
Build advanced math models and analytics in 3C areas of pricing – Customer, Competition and Category.
Partnering with the pricing leadership to establish the reporting/metrics framework for how we will monitor the performance of the company.
Develop Data Analytics methodology and procedures.
Development/leverage of digital platforms for monitoring of organizational results and key supporting KPIs utilizing tools such as PowerBI, Snowflake and other delivery tools.
Team with IT counterparts and peers and provide inputs into the designing, implementing, and maintaining core data elements (master data, measure definitions, hierarchies, algorithms, etc.) that impact pricing
Performing deep and complex analysis to discover underlying business drivers and how to leverage those insights to optimize pricing actions.
Mentoring, coaching, and inspiring the other analysts and specialists on the team and be a role model for them for career growth
Deliver analysis and findings to the pricing and other leadership and business teams, often through formal presentation
You will benefit from
Range of Healthcare Perks
Life Insurance
Long-term/Short-term Disability Insurance
Employee Stock Purchase Plan
Sick Leaves
Paid Vacations
Paid Maternity"
Advanced Analytics Associate Manager | Fortune 500 CPG Firm...,"Hyderabad, Telangana",Fortune 500 CPG Firm,None,Organic,"About the Job
A great opportunity for Advanced Analytics Associate Manager to join the team leading digital innovation at a Fortune 500 company. This company is a leading consumer packaged goods firm operating across 200+ countries. Here’s an opportunity to not just propel your career, but also shape global trends.
As an Advanced Analytics Associate Manager, you will be responsible for providing advanced analytics support for the Demand Accelerator group who works with FLNA and PBNA Sectors; a part of the broader Global Business Services function in Hyderabad, India.
This role will help to enable accelerated growth for the company by building pipelines, aligning data, and performing predictive and prescriptive analytics approaches to drive actionable insights at the national, regional, store, and shopper level.
Role & Responsibilities
Work within cloud environment (e.g., Microsoft Azure, AWS, Google Cloud)
Build and maintain data pipelines for use in advanced analytics, artificial intelligence, and machine learning projects
Clean and prepare data for use in advanced analytics, artificial intelligence, and machine learning projects
Execute predictive and prescriptive analytics with an emphasis on actionable insights to be deployed in the market or with shoppers
Be able to pull, analyze, and manipulate POS and Panel data and translate it into business concepts.
Advise and share Advanced Analytics models and best practices with Regional Category Managers to leverage and build Advanced Analytics capability.
Develop, maintain, and apply statistical models to business questions - including forecasting, marketing mix, price sensitivities/corridors, drivers analysis, market structure, etc.
Collate and format consumer learnings from custom insight outputs, sales performace reporting, industry periodicals, and social listening resources, etc to help inform and develop future consumer insights strategies
Provide responses to ad-hoc follow-ups when double-click (additional questions) required with tables/charts for relevant data
Create visualizations to be used in explaining and clarifying difficult concepts and analytical insights"
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,"POSITION PURPOSE:
As the Senior Azure Data Engineer, you will design and build data services and solutions within the Azure data framework / ecosystem. You will be accountable for operating this platform at Mylan. Accountabilities include the development of Azure data platforms that can support the data analytics requirements of the company’s business community, data science use cases, as well as the data management functions that govern and support the use of data across the enterprise. This will be a hands on Azure technical expertise role. You will be expected to ensure our Azure data platform delivers scalable solutions that transform data to insights which lead to tangible business value.
ESSENTIAL DUTIES AND RESPONSIBILITIES:
1. Create and maintain optimal data pipeline architecture on Azure platform.
2. Develop batch processing solutions by using Data Factory and Azure Databricks.
3. Delivering a Data Warehouse in the Azure Cloud.
4. Design relational and non-relational data stores on Azure.
5. Identify, design, and implement internal process improvements : automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc..
6. Developing Big Data Solutions with Azure Machine Learning.
7. Strong interaction with business departments to provide consultative support for digitization efforts, as well as close collaboration with the Business Technology management, focused on future innovation topics.
8. Participate and lead in design sessions, demos and prototype sessions, testing and training workshops with business users and other IT colleagues.
9. Design & Build for any API Development or SQL DB development.
10. Providing service management, orchestration, monitoring and management requirements of Azure cloud platform.
11. Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business value.
12. Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources.
13. Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics.
14. Design security for source data access. Chose the appropriate authentication mechanism, (ie Azure Active Directory (Azure AD), etc).
15. Design for real-time processing by using Stream Analytics and Azure Databricks.
SKILLS AND ABILITIES:
1. 10 years of experience in Microsoft technologies including SQL.
2. At least 5 years as a Sr Developer with at least 3 years hands on experience as Azure Data Engineer building large scale Azure data solutions.
3. At least 5+ years of experience in Azure based data solutions.
4. At least 3+ years of experience on working with large projects including the most recent project in the cloud (Azure) or on prem with a focus on Azure Data services.
5. At least 5+ years of Hands-on administration, configuration management, monitoring, performance tuning of Hadoop/Distributed platforms.
6. At least 5+ years of demonstrated experience at least in the most recent 2+ years of designing and delivering solutions using Cortana Intelligence suite of analytics services part of Microsoft Azure including Azure Machine Learning Studio, HDInsight, Polybase, Azure Data Lake Analytics, Azure Data Warehouse, Streaming Analytics, Data Catalog, R/R Studio
7. Experience in designing and building logics required for optimal extraction, transformation, and loading of data from a wide variety of data sources
8. Experience within Data Security design, including but not limited to:
a. Choosing the appropriate authentication mechanism, such as Azure Active Directory (Azure AD)
b. Defining strategies for data encryption for data at rest and in transit
9. Experience partnering with Business Analysts and Data Scientists to enable effective and efficient data preparation and delivery
10. Experienced in vendor management and working with 3rd parties onshore & offshore.
11. Experience working in a global team.
12. Experience working in an Analytics / Big Data solutions on MS Azure Cloud
13. Experience with code management tools, automated testing
14. Experience creating and maintaining optimal data pipeline architecture on Azure platform
15. Experience developing batch and real-time processing solutions by using Data Factory and Azure Databricks
16. Familiar with AGILE and Azure DevOps methodology
17. Hands on PoC capabilities are needed to prove a particular architecture concept
18. Azure Native Services experience across Data Fabric and Service Fabric
19. Experience in Application modernization from legacy on-premise data architecture platform technology stack to modernized Azure Cloud base Architecture.
20. Experience with Git, NoSQL Data Solutions, Microsoft Azure, HD Insights, Azure ML, DataBricks ML Flow, R or Python.
21. Must have excellent communication skills.
EDUCATION/EXPERIENCE:
Minimum of a Bachelor's degree in Computer Science and Engineering is preferred with minimum 10 to 15 years of experience. However, a combination of experience and/or education will be taken into consideration
Job Type: Full-time
Salary: ₹1,500,000.00 to ₹2,300,000.00 /year
Experience:
Azure data Solutions & Big Data Solutions: 3 years (Required)"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"IT Data & Analytics Developer - Indore, India
The Developer shall work with the analysts to develop and maintain automation tools primarily to facilitate analysis and data-flow. The activities shall cover a wide range. It shall involve extracting, transforming and loading the data from various vendors and resources to databases, maintaining consistency in data sources. The developer shall be part of the initial team and will have an opportunity to design system and schemas from scratch.
Essential Job Functions
Build and Optimize the MS SQL Server Database around 3TB of data.
Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.
Perform data integrity, quality and audit checks.
Prototype and build dashboards integrating multiple data sources.
Performance Tuning of the SQL Server databases and tables.
Write SQL queries and stored procedures to surface data to business owners and applications.
Create, publish and maintain ETL jobs.
Pushing timely data to Tableau Server and prepare Tableau Reports.
Data Mining techniques.
Other Skills & Abilities
Bachelors in Engineering or Technology at a reputed University.
4-6 years’ experience at a major software development company or Team.
Advanced knowledge & experience of programming in SQL Server - stored procedures, views and SSIS.
Knowledge of reporting tools - Tableau Server/ Tableau Desktop/ Power BI.
Entrepreneurial spirit and ability to get things done under pressure.
Desire to work in a team-oriented culture.
BioUrja Group is an EEO employer. All qualified candidates will receive consideration for all positions without regard to race, color, age, religion, sex (including pregnancy), sexual orientation, gender identity, national origin, veteran status, disability, genetic information, or any other characteristic protected by law.
BioUrja Group is not currently accepting unsolicited resumes from search firms for this position. Regardless of past practice, all resumes submitted by search firms to any employee at BioUrja Group via-email, the Internet or directly to hiring managers at BioUrja Group in any form without a valid written agreement in place for that specific position will be deemed the sole property of BioUrja Group. As a result, no fee will be paid in the event the candidate is hired by BioUrja Group.
Job Type: Full-time
Pay: ₹358.00 - ₹438.00 per hour
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Industry:
Information Design & Documentation"
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,"POSITION PURPOSE:
As the Senior Azure Data Engineer, you will design and build data services and solutions within the Azure data framework / ecosystem. You will be accountable for operating this platform at Mylan. Accountabilities include the development of Azure data platforms that can support the data analytics requirements of the company’s business community, data science use cases, as well as the data management functions that govern and support the use of data across the enterprise. This will be a hands on Azure technical expertise role. You will be expected to ensure our Azure data platform delivers scalable solutions that transform data to insights which lead to tangible business value.
ESSENTIAL DUTIES AND RESPONSIBILITIES:
1. Create and maintain optimal data pipeline architecture on Azure platform.
2. Develop batch processing solutions by using Data Factory and Azure Databricks.
3. Delivering a Data Warehouse in the Azure Cloud.
4. Design relational and non-relational data stores on Azure.
5. Identify, design, and implement internal process improvements : automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc..
6. Developing Big Data Solutions with Azure Machine Learning.
7. Strong interaction with business departments to provide consultative support for digitization efforts, as well as close collaboration with the Business Technology management, focused on future innovation topics.
8. Participate and lead in design sessions, demos and prototype sessions, testing and training workshops with business users and other IT colleagues.
9. Design & Build for any API Development or SQL DB development.
10. Providing service management, orchestration, monitoring and management requirements of Azure cloud platform.
11. Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business value.
12. Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources.
13. Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics.
14. Design security for source data access. Chose the appropriate authentication mechanism, (ie Azure Active Directory (Azure AD), etc).
15. Design for real-time processing by using Stream Analytics and Azure Databricks.
SKILLS AND ABILITIES:
1. 10 years of experience in Microsoft technologies including SQL.
2. At least 5 years as a Sr Developer with at least 3 years hands on experience as Azure Data Engineer building large scale Azure data solutions.
3. At least 5+ years of experience in Azure based data solutions.
4. At least 3+ years of experience on working with large projects including the most recent project in the cloud (Azure) or on prem with a focus on Azure Data services.
5. At least 5+ years of Hands-on administration, configuration management, monitoring, performance tuning of Hadoop/Distributed platforms.
6. At least 5+ years of demonstrated experience at least in the most recent 2+ years of designing and delivering solutions using Cortana Intelligence suite of analytics services part of Microsoft Azure including Azure Machine Learning Studio, HDInsight, Polybase, Azure Data Lake Analytics, Azure Data Warehouse, Streaming Analytics, Data Catalog, R/R Studio
7. Experience in designing and building logics required for optimal extraction, transformation, and loading of data from a wide variety of data sources
8. Experience within Data Security design, including but not limited to:
a. Choosing the appropriate authentication mechanism, such as Azure Active Directory (Azure AD)
b. Defining strategies for data encryption for data at rest and in transit
9. Experience partnering with Business Analysts and Data Scientists to enable effective and efficient data preparation and delivery
10. Experienced in vendor management and working with 3rd parties onshore & offshore.
11. Experience working in a global team.
12. Experience working in an Analytics / Big Data solutions on MS Azure Cloud
13. Experience with code management tools, automated testing
14. Experience creating and maintaining optimal data pipeline architecture on Azure platform
15. Experience developing batch and real-time processing solutions by using Data Factory and Azure Databricks
16. Familiar with AGILE and Azure DevOps methodology
17. Hands on PoC capabilities are needed to prove a particular architecture concept
18. Azure Native Services experience across Data Fabric and Service Fabric
19. Experience in Application modernization from legacy on-premise data architecture platform technology stack to modernized Azure Cloud base Architecture.
20. Experience with Git, NoSQL Data Solutions, Microsoft Azure, HD Insights, Azure ML, DataBricks ML Flow, R or Python.
21. Must have excellent communication skills.
EDUCATION/EXPERIENCE:
Minimum of a Bachelor's degree in Computer Science and Engineering is preferred with minimum 10 to 15 years of experience. However, a combination of experience and/or education will be taken into consideration
Job Type: Full-time
Salary: ₹1,500,000.00 to ₹2,300,000.00 /year
Experience:
Azure data Solutions & Big Data Solutions: 3 years (Required)"
Senior Analyst - Advanced Analytics & Pricing | Advance Auto...,"Hyderabad, Telangana",Advance Auto Parts,None,Organic,"About the Job
Advance Auto Parts is a leading player in the automotive aftermarket parts industry in the US. As an organization. we are continually innovating and seeking to elevate the customer experience across our 4900+ stores. The company in India is an integral part of the larger organization supporting all regions in the US across IT, Digital, E-Services, Finance, and HR.
You will be one of the many team members who will pave the road ahead for Advance. In your role as a Senior Analyst - Advanced Analytics & Pricing, you will be responsible for supporting the pricing teams analytical needs across DIY and DIFM segments. The successful candidate will be multi-disciplined with a logical/analytical mindset, a clear understanding of Analytical reporting and a background in leveraging technologies to achieve superior results. The person in this role will have the opportunity of working our great data analytics infrastructure and capabilities consisting of Data Lakes, Advanced Analytics, Machine Learning platforms and more.
Role & Responsibilities
Partnering with teams both at AAP HQ pricing, offshore at GCC and our vendor partners to apply advance analytics to drive business insights and deliver business value in the areas of pricing (regular, promotions, coupons, price overrides, clearance etc)
Build advanced math models and analytics in 3C areas of pricing – Customer, Competition and Category.
Partnering with the pricing leadership to establish the reporting/metrics framework for how we will monitor the performance of the company.
Develop Data Analytics methodology and procedures.
Development/leverage of digital platforms for monitoring of organizational results and key supporting KPIs utilizing tools such as PowerBI, Snowflake and other delivery tools.
Team with IT counterparts and peers and provide inputs into the designing, implementing, and maintaining core data elements (master data, measure definitions, hierarchies, algorithms, etc.) that impact pricing
Performing deep and complex analysis to discover underlying business drivers and how to leverage those insights to optimize pricing actions.
Mentoring, coaching, and inspiring the other analysts and specialists on the team and be a role model for them for career growth
Deliver analysis and findings to the pricing and other leadership and business teams, often through formal presentation
You will benefit from
Range of Healthcare Perks
Life Insurance
Long-term/Short-term Disability Insurance
Employee Stock Purchase Plan
Sick Leaves
Paid Vacations
Paid Maternity"
"Associate / Senior Associate, Business Analytics","Bengaluru, Karnataka",Razorpay,None,Organic,"About Us
Razorpay is India’s first converged payments solution company. We are a payments layer for small and large businesses and support them in their financial digitization journey.
Razorpay’s corporate culture is tied into the vision of building a workplace which breeds open communication and minimal bureaucracy. An equal opportunity employer, we welcome and encourage diversity in the workplace. One thing you can be sure of is that you’ll be surrounded by colleagues who are committed to helping each other grow. Our competitive advantage lies in the unique team that we are.

Are you interested in identifying discrepancies and spot patterns from massive amount of data ? If yes, we have a role for you.
Razorpay is looking to hire analytics Ninja for it's finance team. As a finance analyst, you will get an opportunity to work in collaboration with core finance team and set up analytics framework from the ground.
Roles and Responsibilties
Analyze data from multiple sources to identify discrepancies, spot patterns, and eliminate suspicion
Interpret data, analyse results using statistical techniques and present results effectively to key stakeholders.
Identify various factors and design key metrics for handling risk
Design and maintain monthly/weekly dashboards using Tableau
Execute quantitative analysis that translates data into actionable insights
Comfortable with solving unstructured problems and coming up with innovative solutions
Build tools internally for operational optimization and improve efficiency
Skills and Experience
2+ years of experience in Analytics/Analytic tools
Expert knowledge of Excel, SQL,Tableau,R etc.
Basic knowledge of supervised and unsupervised machine learning algorithms
Good to have - Python
Preferably worked in an inhouse analytics team for a mid sized startup before or analytics consulting firms"
Machine Learning Engineer,"Mumbai, Maharashtra",Prism,"₹1,00,000 - ₹1,50,000 a month",Organic,"We're looking for deeply ambitious and curious minded individuals to join our startup. We're building innovative solutions by applying cutting edge techniques to create value for our customers. Our guiding philosophy is to look for contrarian solutions and pursue verticals and not follow horizontals. This means we are looking for individuals to innovate, not imitate.
This is a startup so you will not have a major support team or supervising team. Each member is expected to help push the team to its goals.
Startups are hard. Big dreams, but long hours and struggles to figure out optimal solutions. Does this sound like something that excites you and will drive you? Then we're looking to hear from you. We are NOT looking for candidates who want stability, fixed working hours and a fixed responsibilities.
Requirements
Proven experience as a Machine Learning Engineer or similar role
Understanding of data structures, data modeling and software architecture
Deep knowledge of math, probability, statistics and algorithms
Ability to write robust code in Python, Java and R
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
Excellent communication skills
Ability to work in a team
Outstanding analytical and problem-solving skills
BSc in Computer Science, Mathematics or similar field; Master’s degree is a plus
Thank you.
Job Types: Full-time, Contract
Salary: ₹100,000.00 to ₹150,000.00 /month
Experience:
Machine Learning Engineer or similar role: 2 years (Required)
Python, Java and R: 3 years (Required)
Education:
Master's (Required)
Work Remotely:
Yes"
